1.118033988749894903e+00,1.118033988749894903e+00,1.118033988749894903e+00
1.118033988749894903e+00,1.118033988749894903e+00,3.726779962499651155e-01
1.118033988749894903e+00,1.118033988749894903e+00,-3.726779962499648935e-01
1.118033988749894903e+00,1.118033988749894903e+00,-1.118033988749894903e+00
1.118033988749894903e+00,3.726779962499651155e-01,1.118033988749894903e+00
1.118033988749894903e+00,3.726779962499651155e-01,3.726779962499651155e-01
1.118033988749894903e+00,3.726779962499651155e-01,-3.726779962499648935e-01
1.118033988749894903e+00,3.726779962499651155e-01,-1.118033988749894903e+00
1.118033988749894903e+00,-3.726779962499648935e-01,1.118033988749894903e+00
1.118033988749894903e+00,-3.726779962499648935e-01,3.726779962499651155e-01
1.118033988749894903e+00,-3.726779962499648935e-01,-3.726779962499648935e-01
1.118033988749894903e+00,-3.726779962499648935e-01,-1.118033988749894903e+00
1.118033988749894903e+00,-1.118033988749894903e+00,1.118033988749894903e+00
1.118033988749894903e+00,-1.118033988749894903e+00,3.726779962499651155e-01
1.118033988749894903e+00,-1.118033988749894903e+00,-3.726779962499648935e-01
1.118033988749894903e+00,-1.118033988749894903e+00,-1.118033988749894903e+00
3.726779962499651155e-01,1.118033988749894903e+00,1.118033988749894903e+00
3.726779962499651155e-01,1.118033988749894903e+00,3.726779962499651155e-01
3.726779962499651155e-01,1.118033988749894903e+00,-3.726779962499648935e-01
3.726779962499651155e-01,1.118033988749894903e+00,-1.118033988749894903e+00
3.726779962499651155e-01,3.726779962499651155e-01,1.118033988749894903e+00
3.726779962499651155e-01,3.726779962499651155e-01,3.726779962499651155e-01
3.726779962499651155e-01,3.726779962499651155e-01,-3.726779962499648935e-01
3.726779962499651155e-01,3.726779962499651155e-01,-1.118033988749894903e+00
3.726779962499651155e-01,-3.726779962499648935e-01,1.118033988749894903e+00
3.726779962499651155e-01,-3.726779962499648935e-01,3.726779962499651155e-01
3.726779962499651155e-01,-3.726779962499648935e-01,-3.726779962499648935e-01
3.726779962499651155e-01,-3.726779962499648935e-01,-1.118033988749894903e+00
3.726779962499651155e-01,-1.118033988749894903e+00,1.118033988749894903e+00
3.726779962499651155e-01,-1.118033988749894903e+00,3.726779962499651155e-01
3.726779962499651155e-01,-1.118033988749894903e+00,-3.726779962499648935e-01
3.726779962499651155e-01,-1.118033988749894903e+00,-1.118033988749894903e+00
-3.726779962499648935e-01,1.118033988749894903e+00,1.118033988749894903e+00
-3.726779962499648935e-01,1.118033988749894903e+00,3.726779962499651155e-01
-3.726779962499648935e-01,1.118033988749894903e+00,-3.726779962499648935e-01
-3.726779962499648935e-01,1.118033988749894903e+00,-1.118033988749894903e+00
-3.726779962499648935e-01,3.726779962499651155e-01,1.118033988749894903e+00
-3.726779962499648935e-01,3.726779962499651155e-01,3.726779962499651155e-01
-3.726779962499648935e-01,3.726779962499651155e-01,-3.726779962499648935e-01
-3.726779962499648935e-01,3.726779962499651155e-01,-1.118033988749894903e+00
-3.726779962499648935e-01,-3.726779962499648935e-01,1.118033988749894903e+00
-3.726779962499648935e-01,-3.726779962499648935e-01,3.726779962499651155e-01
-3.726779962499648935e-01,-3.726779962499648935e-01,-3.726779962499648935e-01
-3.726779962499648935e-01,-3.726779962499648935e-01,-1.118033988749894903e+00
-3.726779962499648935e-01,-1.118033988749894903e+00,1.118033988749894903e+00
-3.726779962499648935e-01,-1.118033988749894903e+00,3.726779962499651155e-01
-3.726779962499648935e-01,-1.118033988749894903e+00,-3.726779962499648935e-01
-3.726779962499648935e-01,-1.118033988749894903e+00,-1.118033988749894903e+00
-1.118033988749894903e+00,1.118033988749894903e+00,1.118033988749894903e+00
-1.118033988749894903e+00,1.118033988749894903e+00,3.726779962499651155e-01
-1.118033988749894903e+00,1.118033988749894903e+00,-3.726779962499648935e-01
-1.118033988749894903e+00,1.118033988749894903e+00,-1.118033988749894903e+00
-1.118033988749894903e+00,3.726779962499651155e-01,1.118033988749894903e+00
-1.118033988749894903e+00,3.726779962499651155e-01,3.726779962499651155e-01
-1.118033988749894903e+00,3.726779962499651155e-01,-3.726779962499648935e-01
-1.118033988749894903e+00,3.726779962499651155e-01,-1.118033988749894903e+00
-1.118033988749894903e+00,-3.726779962499648935e-01,1.118033988749894903e+00
-1.118033988749894903e+00,-3.726779962499648935e-01,3.726779962499651155e-01
-1.118033988749894903e+00,-3.726779962499648935e-01,-3.726779962499648935e-01
-1.118033988749894903e+00,-3.726779962499648935e-01,-1.118033988749894903e+00
-1.118033988749894903e+00,-1.118033988749894903e+00,1.118033988749894903e+00
-1.118033988749894903e+00,-1.118033988749894903e+00,3.726779962499651155e-01
-1.118033988749894903e+00,-1.118033988749894903e+00,-3.726779962499648935e-01
-1.118033988749894903e+00,-1.118033988749894903e+00,-1.118033988749894903e+00
